cycle,car_avg_speed,traffic_density_per_km,car_traffic_flow,num_cars_exiting
112,26.399995753051027,12.208657047724758,322.3084942103901,2
113,26.088638184836775,12.430632630410662,324.2982771034096,2
114,26.156488373764457,12.208657047724756,319.33559612809006,2
115,25.799431847958065,12.430632630410662,320.70325937528355,2
116,24.46341257903644,12.430632630410662,304.09569465616903,3
117,24.38499346578926,12.430632630410662,303.1208954681908,3
118,24.48097702670738,12.430632630410663,304.3140318525226,3
119,24.41873810541615,12.652608213096569,308.96072630604255,3
120,24.59792251001968,12.652608213096569,311.22787637538795,3
121,24.11365623616364,12.652608213096569,305.10064494147133,3
122,24.075367670894643,12.874583795782472,309.96033849320537,3
123,22.70456980181866,12.652608213096569,287.2720263493151,3
124,22.74800635817006,12.430632630410663,282.77211011265797,3
125,22.75051793795648,12.430632630410663,282.80333063830494,3
126,23.072535534650328,12.652608213096569,291.92775260267916,3
127,23.36154471317577,12.652608213096567,295.58447250855045,3
128,23.76492580404211,12.430632630410662,295.4130621590142,3
129,24.072090712269265,13.09655937846838,315.2615653771116,3
130,24.37813930190216,13.09655937846838,319.2697489039353,3
131,24.664646009581304,13.09655937846838,323.02200101338474,3
132,24.936694820760135,13.09655937846838,326.58490442283,4
133,25.46975762680032,12.874583795782474,327.9125288245105,4
134,25.73699077958383,13.09655937846838,337.0660279679128,4
135,25.78565941708175,13.09655937846838,337.70341966877345,4
136,25.940807971445928,13.09655937846838,339.7353319234875,4
137,26.025470075863172,13.318534961154283,346.6211330858583,4
138,26.072631684981936,13.318534961154283,347.2492566257308,4
139,26.119008903932134,13.318534961154283,347.8669332377201,4
140,26.099023387748485,13.09655937846838,341.80740951768297,5
141,26.268339952513315,13.09655937846838,344.0248739618839,5
142,26.36056797981036,13.318534961154283,351.0841462349884,5
143,26.427731051433565,13.318534961154283,351.97865995250055,5
144,26.48424149237449,13.318534961154283,352.73129623584254,5
145,26.40716277447046,13.318534961154283,351.70472063667677,6
146,26.649748557416608,13.09655937846838,349.0200144034586,6
147,26.63304659567374,13.09655937846838,348.80127616975625,6
148,26.807471975793057,13.318534961154283,357.03625272976353,7
149,27.028576686957887,13.318534961154283,359.9810435554882,7
150,27.43994325806776,13.09655937846838,359.3688462210875,7
151,27.43354156935991,13.09655937846838,359.2850061248027,7
152,27.620993943072072,13.09655937846838,361.73998726775886,7
153,27.46015744860443,13.09655937846838,359.6335825677387,7
154,27.537069342285307,13.318534961154283,366.75342076295664,7
155,27.28643575893432,13.318534961154283,363.41534862065714,7
156,27.242077914193704,13.318534961154283,362.8245671146778,7
157,26.919863578430714,13.318534961154283,358.5331442188333,7
158,26.741558801658194,13.318534961154283,356.1583858156477,7
159,26.349560459845517,13.318534961154283,350.937542195501,7
160,26.06129279667588,13.318534961154283,347.098239245406,7
161,25.666243701991846,13.318534961154283,341.8367640664843,7
162,25.3784788566673,13.318534961154285,338.00415791343823,9
163,25.549792404540714,13.09655937846838,334.61437333360783,9
164,25.65604695641095,12.874583795782474,330.3109264088427,9
165,25.756002707622777,13.09655937846838,337.31501881237403,9
166,25.143293886336128,13.318534961154285,334.8718386637445,9
167,25.14683709860113,13.540510543840188,340.5010128778402,9
168,24.96044265516575,13.540510543840188,337.97713695119023,9
169,24.933857938661706,13.540510543840188,337.61716631706224,9
170,22.94497083740011,13.318534961154283,305.5933962805788,9
171,23.014488109788825,13.318534961154283,306.519264503292,9
172,22.893032972574293,13.762486126526094,315.0650486791581,9
173,22.900937042549874,13.762486126526094,315.17382833254015,9
174,22.604745996642393,13.762486126526094,311.0975031724372,9
175,22.522906903836326,13.762486126526094,309.97119379308623,9
176,22.484365575327352,13.762486126526094,309.44076929418355,11
177,23.271466457066474,13.318534961154283,309.941839605769,11
178,23.647344360987724,13.540510543840188,320.19711565377406,11
179,24.234941274639823,13.318534961154283,322.7739126478114,11
180,24.532899073781437,13.318534961154283,326.7422740126276,11
181,25.05979843503746,13.540510543840186,339.32246493613457,12
182,25.50839574213506,13.762486126526094,351.05894251107105,12
183,26.15004233662659,13.540510543840188,354.0849239809597,12
184,26.96875911461148,13.318534961154283,359.1843611269012,12
185,27.17007732283876,13.318534961154283,361.8656247214932,12
186,27.70681733718242,13.540510543840188,375.1644522903727,12
187,28.279394490397234,13.762486126526095,389.19477434065044,12
188,28.806413605964625,13.762486126526095,396.4478676070607,12
189,29.29429611070147,13.540510543840192,396.65972536133,12
190,29.67205731838402,13.318534961154288,395.18833276427154,12
191,29.41205381628867,13.318534961154288,391.725467031592,13
192,29.987993990378232,13.540510543840192,406.05274881533273,13
193,30.43718582348092,13.762486126526097,418.891347626153,13
194,30.76012012636592,13.762486126526097,423.3357264893871,13
195,31.049992126481495,13.540510543840192,420.43274577477763,13
196,31.18459254934989,13.540510543840192,422.25530421983245,13
197,30.157966080742884,13.318534961154288,401.65992560367926,13
198,30.113225366336938,13.318534961154288,401.0640448346767,14
199,30.53575465313217,13.540510543840194,413.4697078448534,15
200,30.915812350611542,13.096559378468383,404.89077218337025,15
201,30.10707053853578,13.318534961154286,400.982071545427,15
202,30.42177466135007,13.318534961154286,405.1734694075485,15
203,30.798081064976074,13.318534961154286,410.1853194003477,15
204,30.93326147314521,13.540510543840192,418.8521531324883,15
205,31.137892216254777,13.540510543840192,421.62295786715725,15
206,31.332390472907896,13.318534961154286,417.3015379299613,15
207,31.29547435385574,13.318534961154286,416.809869307735,16
208,31.242452457548108,13.318534961154286,416.10369532805515,17
209,31.372592630086,13.54051054384019,424.80092129528254,17
210,31.513949452902803,13.54051054384019,426.7149648450772,17
211,31.853656665924497,13.318534961154285,424.24403994572066,17
212,31.12976945622421,13.318534961154285,414.60292283539496,17
213,30.800327426693467,13.54051054384019,417.0521582748731,17
214,30.5528446347681,13.54051054384019,413.70111492138864,17
215,30.1653711449549,13.54051054384019,408.4545260471144,18
216,30.081040580747356,13.54051054384019,407.3126471532942,18
217,29.90970849740948,13.762486126526092,411.6319482440375,18
218,29.62251056695697,13.762486126526092,407.67939071061784,18
219,29.25523356929356,13.540510543840188,396.13079860752686,18
220,28.848382759745963,13.540510543840188,390.62183093107774,18
221,28.588702073630007,13.540510543840188,387.10562186269294,18
222,28.036817674625286,13.318534961154285,373.40933639900527,18
223,27.522924057315077,13.54051054384019,372.67444339538764,19
224,27.173156645454682,13.318534961154286,361.9066367874101,19
225,27.115602518564092,13.318534961154285,361.14010013625904,20
226,26.904089992843833,13.318534961154285,358.32306316773173,20
227,26.852592196165777,13.318534961154283,357.63718796225254,20
228,26.50306299610088,13.540510543840188,358.8650039427647,20
229,26.289762766894544,13.540510543840188,355.97680994019277,20
230,26.15586319326547,13.540510543840188,354.1637413516526,21
231,26.044210507824438,13.540510543840188,352.6519069871902,21
232,25.550507618532166,13.762486126526094,351.63850662574816,21
233,25.532813850851937,13.762486126526094,351.39499639352306,21
234,25.348253083273924,13.762486126526094,348.8549813902297,21
235,25.240930310337088,13.762486126526094,347.37795321662617,21
236,24.11978597907456,13.54051054384019,326.59421636482784,22
237,24.689529388401876,13.318534961154285,328.82836033387656,22
238,25.121787512066135,13.318534961154285,334.58540526614195,22
239,24.709663691788183,13.318534961154285,329.09651975744555,24
240,25.22061579063868,13.318534961154285,335.901653149461,24
241,25.90993455012458,13.09655937846838,339.33099632793596,24
242,26.197407531904382,13.318534961154283,348.91108810527504,24
243,26.868243275705897,13.318534961154283,357.8456374122875,24
244,27.674872622754624,13.318534961154283,368.58875857164895,25
245,28.33089446537144,13.318534961154283,377.3260084178219,25
246,29.15141986538125,13.096559378468378,381.78330123362815,25
247,30.021093857050264,13.096559378468378,393.173038305431,25
248,30.844386926812383,12.874583795782472,397.10864411878345,25
249,31.35785999250222,13.318534961154283,417.640754617122,25
250,31.204152640443127,13.318534961154283,415.5935978749365,25
251,31.54740661629707,13.318534961154283,420.1652379529025,25
252,30.033191866023746,13.318534961154283,399.9981158626917,25
253,30.32111738812888,13.318534961154283,403.8328619950575,25
254,30.588827922835296,13.318534961154283,407.3983741110142,26
255,30.861760959587638,13.318534961154283,411.0334423030543,26
256,31.32681581965074,13.318534961154283,417.2272917156594,27
257,31.87138282139225,13.540510543840188,431.5547951398288,27
258,32.25500390421828,13.540510543840188,436.74922045667404,27
259,32.44235050456356,13.540510543840188,439.28598907400186,27
260,32.49477133368942,13.540510543840188,439.9957938634975,27
261,31.01317216759963,13.540510543840186,419.9341847333138,28
262,31.206728639243092,13.762486126526092,429.48216995184754,28
263,31.710940828689367,13.984461709211997,443.4604377818938,28
264,31.756902847137585,13.762486126526094,437.053934855168,28
265,32.050794207886106,13.984461709211997,448.2131043500169,28
266,32.12111769483805,13.984461709211997,449.1965404605546,28
267,32.29315224825949,13.984461709211997,451.60235108553815,28
268,32.27435044033574,13.984461709211997,451.3394179225645,28
269,32.33314230450714,13.984461709211997,452.16159049588265,29
270,32.555365734945916,13.762486126526094,448.04276927117616,29
271,32.748995910260405,13.540510543840188,443.43812442306023,31
272,33.16522983517699,13.762486126526094,456.43601548967257,31
273,33.72899847931381,13.762486126526094,464.19487363317603,31
274,34.069886908538685,13.762486126526094,468.8863459110766,31
275,34.355942000775634,13.762486126526094,472.8231751494098,31
276,34.53955966737781,13.762486126526094,475.3502107386073,31
277,34.72179713329065,13.762486126526094,477.85825133496604,31
278,34.83601380601214,13.762486126526094,479.4301567087135,31
279,34.9300941673473,13.762486126526094,480.7249363763672,31
280,35.00422044906314,13.318534961154283,466.2049338387991,31
281,34.90952243041457,13.540510543840186,472.692756549454,31
282,34.80217495170544,13.762486126526092,478.96444994577996,31
283,34.667282979573926,13.762486126526092,477.10800105074026,31
284,34.483919189307606,13.762486126526092,474.5844594310928,32
285,34.422320725771804,13.762486126526092,473.73671143126603,32
286,32.47945015383499,13.984461709211995,454.20762701256507,32
287,32.3069872415406,13.984461709211995,451.7958260193249,33
288,32.0855006426521,13.762486126526092,441.5762574571435,33
289,31.927950690182172,13.762486126526092,439.4079784220413,33
290,31.769368551505877,13.540510543840186,430.17346984281016,33
291,31.699984980464656,13.762486126526092,436.27060350473033,34
292,30.289247823687397,13.318534961154285,403.4084060868469,34
293,30.28368912869604,13.096559378468381,396.6121328730451,34
294,30.251394333905946,13.096559378468381,396.18918217546116,34
295,30.360046762930626,13.096559378468381,397.6121551637977,34
296,29.941059561898303,13.096559378468381,392.12486440665964,34
297,29.987393618495062,13.09655937846838,392.73168113012434,34
298,29.885387933016723,13.09655937846838,391.3957576133159,34
299,29.771133815624076,13.09655937846838,389.8994217806486,34
300,29.727886243447518,13.318534961154283,395.93189225457326,34
301,29.65290651746859,13.318534961154283,394.93327215274513,34
302,29.678161015908366,13.540510543840186,401.857452157694,34
303,29.643256383308863,13.318534961154283,394.80474650355893,34
304,29.77274189962801,12.652608213096567,376.70283868563763,34
305,30.10998105525055,12.652608213096567,380.96979359584515,34
306,30.312018912746133,12.87458379578247,390.25462751149314,34
307,30.634870267769166,12.87458379578247,394.4112043353191,35
308,31.356889724805338,12.87458379578247,403.70690433711667,35
309,31.745089627067223,12.87458379578247,408.70481650830186,35
310,31.12046632361268,12.430632630410662,386.84708415589586,35
311,31.498049651405942,12.652608213096567,398.5324817159023,35
312,31.827901066274002,12.652608213096567,402.7059624367634,35
313,32.18166733816449,12.874583795782472,414.32557283319454,35
314,32.27145570310022,12.87458379578247,415.48156066144594,35
315,31.783876669049327,12.430632630410662,395.0936944432327,35
316,32.37703397720919,12.652608213096569,409.65392601574365,35
317,32.48758778071949,12.874583795782474,418.2641712057118,35
318,32.801970372765695,13.09655937846838,429.5929527176865,35
319,32.977434247009064,13.318534961154285,439.21111094795685,35
320,31.92116922213462,13.09655937846838,418.05748814782334,36
321,32.33838260032566,13.318534961154285,430.69987924962066,36
322,32.90123859461779,13.096559378468378,430.89302487956735,36
323,32.8698145411305,13.318534961154283,437.777774132704,37
324,33.38284074839117,13.318534961154283,444.6105316100936,38
325,33.777038968586695,13.096559378468378,442.3629964809359,38
326,34.30287483098672,12.874583795782474,441.63523644777604,38
327,34.545527255905505,12.874583795782474,444.7592854256428,38
328,34.85106806807919,13.09655937846838,456.4290823566424,38
329,34.87903914670119,13.09655937846838,456.7954072486952,38
330,34.93510424256127,13.09655937846838,457.5296671056863,38
331,34.77120752449958,13.09655937846838,455.38318400565527,38
332,34.61217004441435,13.09655937846838,453.300340204317,38
333,34.47260893989301,13.09655937846838,451.47256991202863,38
334,34.01047301745057,13.09655937846838,445.42017936283804,38
335,33.50991835589308,13.09655937846838,438.8646355155812,38
336,32.871797573828374,12.874583795782474,423.21071238225244,38
337,32.3090677528453,13.318534961154286,430.3094484285727,38
338,31.764285871664416,13.318534961154286,423.0537518978617,38
339,31.439060185411886,13.54051054384019,425.70092592899596,38
340,30.550157686711735,13.54051054384019,413.66473227290066,38
341,30.046617099839548,13.54051054384019,406.84653564710635,38
342,29.48752718038424,13.54051054384019,399.276172697767,38
343,28.931891412440393,13.54051054384019,391.7525807233886,39
344,28.523353908321614,13.54051054384019,386.2207743413141,39
345,28.23426336349674,13.318534961154286,376.03902370916893,39
346,28.052094688700386,13.318534961154286,373.61280384506654,39
347,27.91121729109366,13.096559378468381,365.5409145781415,41
348,28.024705916389177,13.096559378468381,367.027225098105,41
349,28.251751190382592,12.65260821309657,357.4583391457956,41
350,27.94119306047352,12.874583795782474,359.7312314112021,41
351,27.94483045048059,13.09655937846838,365.98113131595034,41
352,27.970725324065178,13.318534961154285,372.5290831174056,43
353,28.204919800116286,13.54051054384019,381.90901394164155,43
354,28.060982058965443,13.54051054384019,379.960023439932,43
355,28.26568956288622,13.762486126526094,389.006160465915,43
356,28.038596875754855,13.540510543840188,379.6569166306432,43
357,28.41435409983699,13.09655937846838,372.1302756693416,43
358,28.61495280732751,13.09655937846838,374.7574285532352,43
359,28.129423259296516,13.09655937846838,368.39866199744637,44
360,28.482060805957545,13.318534961154285,379.33932260986774,44
361,28.85544945297223,13.54051054384019,390.71751756521815,44
362,29.043992761664626,13.762486126526095,399.71754744133375,45
363,29.698796937638253,13.762486126526095,408.72928082876217,45
364,30.326802222996697,13.54051054384019,410.6403852614429,46
365,30.32191280208768,13.54051054384019,410.57418000607106,46
366,30.886342995450736,13.984461709211999,431.92888095746906,46
367,30.60044275578192,13.984461709211999,427.93072000316596,46
368,30.657284976234322,13.762486126526092,421.92045916238163,47
369,30.946594489900882,13.762486126526092,425.9020773304897,47
370,31.492810532574833,13.984461709211997,440.410003008261,47
371,31.918102100588573,13.984461709211997,446.3574766563999,48
372,32.38305381978802,13.984461709211997,452.8595761701768,48
373,32.788824661044345,13.762486126526092,451.2557445027194,48
374,33.11464799117649,13.762486126526092,455.73988356336156,48
375,32.237260623077916,13.762486126526092,443.6648520823157,48
376,32.43840251367237,13.540510543840188,439.23253126171284,49
377,32.73218392180688,13.540510543840188,443.21048151614235,49
378,32.95606939503457,13.762486126526094,453.55744783399444,49
379,33.11006673219851,13.762486126526094,455.6768340502352,49
380,33.213043662803656,13.984461709211997,464.46653734886394,49
381,33.26572035333018,13.984461709211997,465.2031925105001,49
382,33.27610613542695,13.984461709211997,465.3484320825526,49
383,33.25217250227652,13.984461709211997,465.0137331061981,49
384,33.200786789584,13.984461709211997,464.29513157464896,50
385,33.327240318414056,13.762486126526094,458.6656825175745,50
386,33.43603620250447,13.984461709211999,467.5849679817499,50
387,33.50164641883255,13.762486126526095,461.0659440549656,51
388,33.88202641843525,13.762486126526095,466.30091852230584,52
389,34.28503383845397,13.762486126526095,471.8473025492005,52
390,34.58272838177916,13.762486126526094,475.9443195716559,52
391,34.87598680394141,13.762486126526092,479.98028453815067,52
392,35.163644781806994,13.762486126526092,483.93917346771036,52
393,35.413070574622935,13.540510543840186,479.5110555054385,52
394,35.61698962992849,13.54051054384019,482.2722236238934,52
395,35.75899740792916,13.54051054384019,484.19508143921877,52
396,35.809316763290674,13.54051054384019,484.87643120105065,52
397,35.822568177079994,13.54051054384019,485.05586210918574,52
398,35.765962189617426,13.54051054384019,484.28938813910435,52
399,35.57058554423966,13.318534961154286,473.7480871596852,53
400,35.71044473791965,13.318534961154283,475.61080672035087,53
401,34.12382932571953,12.87458379578247,439.33010008695527,53
402,32.01714629980797,12.874583795782472,412.2074329387044,53
403,32.0609927851735,13.096559378468378,419.88869574367095,54
404,31.987412755087608,13.096559378468378,418.9250505105816,54
405,32.25515230129812,13.096559378468378,422.43151737549175,54
406,31.947841803050416,13.096559378468378,418.406807187564,54
407,31.901851672868514,13.096559378468378,417.8044947168132,54
408,31.748336353160525,13.318534961154283,422.8413276780539,54
409,31.846106822001975,13.096559378468378,417.07442896739576,54
410,31.845348859803057,13.096559378468378,417.064502270451,54
411,31.861874519789264,12.874583795782472,410.2083733957333,54
412,31.847528979304286,13.09655937846838,417.09305433495103,54
413,32.04744679276161,12.874583795782474,412.5975391742897,54
414,32.13815083637062,12.874583795782474,413.76531598435014,54
415,32.20673971420408,13.096559378468378,421.7974790539494,54
416,30.737732902544213,13.096559378468378,402.55854411767143,55
417,30.988055490859118,12.874583795782472,398.9583170854229,55
418,31.132346038900657,12.874583795782472,400.815997837123,55
419,31.42122052363954,12.652608213096567,397.5603928629201,55
420,31.18729121109822,12.87458379578247,401.5233940607542,55
421,31.507665073425162,12.652608213096567,398.6541418835151,56
422,32.02688762528677,12.652608213096567,405.22366140762415,56
423,31.23036252360733,13.096559378468378,409.0102972015169,56
424,31.956405035954038,12.652608213096567,404.33187281895255,56
425,31.644703456640123,12.652608213096567,400.38803485649015,56
426,32.14729907854562,12.652608213096567,406.74718035007805,57
427,32.81361370749676,12.652608213096567,415.1777982968516,57
428,33.5056802836307,12.652608213096567,423.93424554205353,57
429,34.09628503730735,12.874583795782472,438.97547883769755,57
430,34.56959768118362,13.096559378468378,452.74278872138404,57
431,33.99066535059068,13.096559378468378,445.16076707765853,58
432,34.38715672202863,13.318534961154283,457.9865490170298,58
433,34.669592524138686,13.318534961154283,461.74818012171426,58
434,34.83270428212286,12.874583795782474,448.45657011390176,58
435,34.91749370320045,13.318534961154285,465.04986064195975,58
436,34.930454123819075,13.318534961154285,465.2224744570802,58
437,34.871988268739614,13.318534961154285,464.44379492217064,58
438,34.75910009737466,13.318534961154285,462.94028986514576,58
439,34.57097885278211,13.096559378468381,452.76087731723567,58
440,34.313766824113465,13.096559378468381,449.3922847109204,58
441,33.97448444107542,13.318534961154285,452.49035881565527,58
442,33.66824565076324,13.540510543840188,455.8852352267612,58
443,33.2169153502209,13.762486126526092,457.14733667340676,58
444,32.99347511737583,13.762486126526092,454.07224356876867,59
445,32.37992042750341,13.762486126526092,445.6282056615344,59
446,32.247110710779914,13.540510543840188,436.64234258769727,59
447,31.853119811653098,13.540510543840188,431.30750466389355,60
448,31.705779314795574,13.318534961154285,422.2745302747472,60
449,31.38152194413112,13.318534961154285,417.9558971471407,60
450,31.063214758432615,13.540510543840188,420.611786962129,61
451,30.792191781260662,13.540510543840188,416.9419974821092,61
452,30.556033837866398,13.762486126526094,420.52699177529814,61
453,30.08824358660565,13.762486126526094,414.089034932198,61
454,29.79973989501178,13.762486126526094,410.11850687918576,61
455,29.29714088417408,13.762486126526094,403.2014949653262,61
456,28.935740199956065,13.762486126526094,398.2277230626587,61
457,28.40593282488389,13.540510543840188,384.6308329229564,61
458,27.9481488241997,13.540510543840188,378.4322038348908,61
459,27.3394244288286,13.984461709211999,382.32713407684867,61
460,26.81624423388665,13.984461709211999,375.0107406736649,61
461,26.16497281156246,13.984461709211999,365.90306040586825,61
462,25.58128772908537,13.984461709211999,357.74053871972916,61
463,24.892623851071203,13.984461709211999,348.1099450871226,62
464,24.416225660502167,13.984461709211999,341.447772832772,63
465,24.127020853626494,13.984461709211999,337.4033992848991,63
466,24.02387559527866,13.984461709211999,335.96096836904707,63
467,23.706702184392114,13.984461709211999,331.52546894932397,63
468,23.434541094632955,13.984461709211999,327.7194426108496,64
469,22.968916287221987,13.984461709211999,321.2079303207517,65
470,22.867226758793958,13.984461709211999,319.7858570042221,65
471,22.95074125029299,13.762486126526094,315.8592580506474,65
472,22.992642571963927,13.762486126526094,316.4359244088268,65
473,22.862484645925413,13.762486126526094,314.6446277574643,65
474,22.62705208324452,13.540510543840188,306.38183730919354,65
475,22.430385015579752,13.762486126526094,308.6978625895551,65
476,22.28755025091542,13.984461709211999,311.67939307606497,65
477,22.48923560745151,13.54051054384019,304.5157318656034,65
478,22.453993430017388,13.54051054384019,304.0385347904688,65
479,22.630249427028048,13.54051054384019,306.4251309764067,65
480,22.796496633577977,13.762486126526094,313.7364686530157,65
481,23.03461448523976,13.762486126526094,317.0135622829892,65
482,23.146534855098377,14.206437291897902,328.8297959436842,66
483,23.919122068516455,14.206437291897902,339.80550774363024,67
484,24.064125637277527,13.762486126526095,331.1821952300129,67
485,24.89526772316087,13.54051054384019,337.09463509718415,68
486,25.795002301710515,13.54051054384019,349.2775006446932,68
487,26.818000991122343,13.762486126526095,369.08236658148434,69
488,28.006984837749776,13.762486126526095,385.445740275358,69
489,28.89018887815074,13.984461709211999,404.01374013840143,69
490,29.667809089704065,13.762486126526095,408.302811001477,69
491,30.215821469849324,13.762486126526095,415.84482378039064,70
492,28.953815879043137,13.762486126526095,398.47648934532214,70
493,29.74730983660384,14.206437291897904,422.6032917963702,70
494,30.378553705237568,14.206437291897904,431.57101823201026,70
495,30.85775403615022,14.206437291897904,438.3787476833775,70
